"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000029754.13",21.5945170225923,2.92935857314844,0.555592661013736,5.27249328276498,1.34582764557143e-07,1.21087361821551e-05,"Dlx6"
"ENSMUSG00000023017.10",154.921561767466,-1.40580045675087,0.267044201154541,-5.26429875905568,1.40725448921437e-07,1.25746863467744e-05,"Asic1"
"ENSMUSG00000022875.18",35.4351258696731,-4.26105270219491,0.811452538017247,-5.25114224500009,1.51158887740333e-07,1.34150942140162e-05,"Kng1"
"ENSMUSG00000036533.9",465.612207075386,1.18292826260845,0.226173641585867,5.23017737307533,1.69347477514932e-07,1.49277512949987e-05,"Cdc42ep3"
"ENSMUSG00000051236.13",652.960075565837,1.01607056474552,0.194760306075054,5.217031053309,1.8181378806563e-07,1.59190783832497e-05,"Msrb3"
"ENSMUSG00000052957.8",1990.66951480114,0.934869794888624,0.179532743753969,5.20723838638464,1.91671789153361e-07,1.66703344086316e-05,"Gas1"
"ENSMUSG00000026536.9",131.112951899132,-1.53336993065665,0.295574283729536,-5.18776502241229,2.12832914665639e-07,1.83882000313108e-05,"Ifi211"
"ENSMUSG00000030256.11",229.905575424431,1.76592696759664,0.340999170471062,5.17868405708189,2.23456539344081e-07,1.91790395544926e-05,"Bhlhe41"
"ENSMUSG00000073177.8",73.1779813135646,2.9218796624728,0.566763172024177,5.15538024822148,2.53116760721046e-07,2.15827533357305e-05,"Gm773"
"ENSMUSG00000018909.15",80.7881870684997,-2.00392707304735,0.389129813355352,-5.14976494802103,2.60813106430847e-07,2.19520502354634e-05,"Arrb1"
"ENSMUSG00000022871.13",318.046166913126,-2.32777741073789,0.451919126258646,-5.15087163937744,2.5927860420016e-07,2.19520502354634e-05,"Fetub"
"ENSMUSG00000025083.18",314.880425701509,-1.21619029624414,0.236820357750288,-5.13549725115498,2.81398993344697e-07,2.35328927383008e-05,"Afap1l2"
"ENSMUSG00000026255.15",89.962129260928,4.77017677467422,0.932501297744927,5.11546395292957,3.12970715134229e-07,2.60064710168226e-05,"Efhd1"
"ENSMUSG00000095872.7",15.5364912847197,-4.51291222354563,0.882708923658728,-5.11257120279256,3.17803136868067e-07,2.62408843264608e-05,"Gm15128"
"ENSMUSG00000028037.13",110.254136161809,-1.89169859275581,0.37156655180796,-5.09114338616119,3.55910746065141e-07,2.92025886362631e-05,"Ifi44"
"ENSMUSG00000067279.3",45.159771181626,3.43420616123282,0.677169845392684,5.07141034793326,3.94878280554135e-07,3.21973878006828e-05,"Ppp1r3c"
"ENSMUSG00000079271.4",14.4739276174548,-4.404984602757,0.869949796030604,-5.06349288528604,4.11643752035809e-07,3.33559278823551e-05,"1700049E17Rik1"
"ENSMUSG00000048387.8",849.741793390784,-0.903343600794539,0.178682288963443,-5.0555855649429,4.29072197379622e-07,3.45535548581145e-05,"Osr1"
"ENSMUSG00000045107.5",10.207814193351,6.79712924448944,1.34801198421694,5.04233591694507,4.5988305208598e-07,3.68075723773847e-05,"Saysd1"
"ENSMUSG00000050222.11",44.4003816942738,2.56313536985282,0.510757507195526,5.01830190206409,5.21302100440761e-07,4.14689463557937e-05,"Il17d"
"ENSMUSG00000026664.7",112.36449379549,1.56220210250145,0.311896719906264,5.00871603577922,5.47943470442384e-07,4.30779781824446e-05,"Phyh"
"ENSMUSG00000040209.12",67.8473295653946,1.77821618605648,0.35502907735884,5.00864943030899,5.48133096603235e-07,4.30779781824446e-05,"Zfp704"
"ENSMUSG00000078606.8",21.4186580047133,-3.84115610110865,0.768835608867644,-4.99606945464712,5.85105949252167e-07,4.57083366104417e-05,"Gm4070"
"ENSMUSG00000036745.15",35.1680491355071,2.39918685902693,0.481024943515785,4.98765581986541,6.11163225222529e-07,4.71789079068231e-05,"Ttll7"
"ENSMUSG00000059493.13",222.569302345478,1.00328302284165,0.201139695619935,4.9879911558453,6.1010361045044e-07,4.71789079068231e-05,"Nhs"
"ENSMUSG00000000223.13",22.0965251104918,3.96508518943061,0.795983229900668,4.98136774806854,6.31364265478302e-07,4.84516365142937e-05,"Drp2"
"ENSMUSG00000028480.14",819.767432272318,-0.993167599827943,0.199474366816565,-4.97892343601848,6.39389282458162e-07,4.87805413973636e-05,"Glipr2"
"ENSMUSG00000020646.17",15.1918496801732,6.39186296631292,1.28410810906327,4.9776673172601,6.43551445731779e-07,4.88126288431209e-05,"Mboat2"
"ENSMUSG00000039239.14",438.946617622397,1.29846170655992,0.261478992448001,4.96583566581603,6.84058630694497e-07,5.15851381274012e-05,"Tgfb2"
"ENSMUSG00000020099.8",36.7698006858684,2.3530287384242,0.474637208570205,4.95753113312049,7.13946045071894e-07,5.35295408276318e-05,"Unc5b"
"ENSMUSG00000041736.7",1573.3583646982,-1.14789741790756,0.232283076787666,-4.94180391349334,7.74030432097766e-07,5.73750057792469e-05,"Tspo"
"ENSMUSG00000060314.13",17.1640008997607,-3.19301647725607,0.646076866401941,-4.94216190565415,7.72610118627264e-07,5.73750057792469e-05,"Zfp941"
"ENSMUSG00000015755.16",990.347778341107,1.06154277385861,0.214901800326064,4.93966440601223,7.82571382631303e-07,5.76803743378982e-05,"Tab2"
"ENSMUSG00000071984.11",17.8085649562365,5.1471569967135,1.04281640956281,4.9358227867467,7.98135555040832e-07,5.82955513473413e-05,"Fndc1"
